CENSUS TRACT,Total HH,HH above poverty level,HH below Poverty Level,HH receiving benefits,HH not receiving benefits,HH White alone ,HH Black Alone,HH American Indian alone,HH Asian alone,HH Pacific Islander alone,HH Other race alone,HH Two or more races,HH Hispanic or Latino origin (any race),Total Median Income
17031817102,1064,911,153,205,859,125,882,0,0,0,30,27,73,63141
17031817200,1580,1351,229,532,1048,112,1274,0,0,0,98,96,231,50167
17031817300,814,475,339,261,553,61,629,0,0,0,117,7,163,31500
17031817400,1115,923,192,322,793,386,344,0,8,0,331,46,547,59926
17031817500,1290,938,352,556,734,66,1117,0,43,0,64,0,101,32900
17031817600,1236,1108,128,405,831,116,1043,0,0,0,64,13,159,46591
17031817700,1655,1462,193,407,1248,197,1399,0,9,0,50,0,189,61250
17031817900,2432,2107,325,617,1815,422,1937,0,73,0,0,0,43,47847
17031818000,1534,1340,194,254,1280,710,605,0,157,0,13,49,176,60066
17031818100,847,802,45,40,807,634,115,0,42,0,48,8,141,91023
17031818200,1689,1532,157,189,1500,978,472,8,42,0,97,92,318,70790
17031818300,2011,1875,136,363,1648,789,925,0,20,0,247,30,484,54597
17031818401,1321,1231,90,85,1236,828,317,0,60,0,99,17,246,76042
17031818402,1386,1267,119,28,1358,978,261,0,32,0,80,35,146,63243
17031818500,2412,2262,150,53,2359,2042,124,0,123,0,102,21,224,85958
17031818600,1895,1764,131,220,1675,1635,129,0,78,0,27,26,212,86331
17031818700,1337,1219,118,108,1229,1255,32,8,9,0,33,0,161,84417
17031818800,2108,2065,43,83,2025,1980,29,0,32,0,17,50,135,84053
17031818900,1820,1726,94,61,1759,1667,74,0,30,0,38,11,159,77711
17031819000,1551,1464,87,11,1540,1533,0,0,0,0,8,10,53,135208
17031819100,1726,1571,155,218,1508,1439,139,0,17,0,92,39,481,55076
17031819200,2134,1850,284,206,1928,1629,33,0,51,0,379,42,818,63846
17031819300,1015,954,61,37,978,900,29,0,16,0,53,17,213,75639
17031819400,1960,1724,236,352,1608,1534,180,21,31,0,177,17,488,78571
17031819500,1321,1214,107,102,1219,1073,202,0,22,0,0,24,88,79464
17031819600,1233,1209,24,8,1225,1224,0,0,0,0,0,9,26,150273
17031819700,1844,1783,61,43,1801,1821,10,0,7,0,0,6,36,175078
17031819801,1717,1680,37,32,1685,1685,11,0,21,0,0,0,67,162765
17031819802,959,893,66,6,953,931,4,0,7,0,10,7,43,148646
17031819900,1133,1113,20,0,1133,1122,0,0,11,0,0,0,16,179338
17031820000,680,667,13,13,667,541,17,0,122,0,0,0,25,218000
17031820101,2851,2731,120,127,2724,2692,27,0,99,0,19,14,48,100339
17031820103,1443,1360,83,95,1348,1290,18,0,19,0,99,17,331,64152
17031820104,1630,1433,197,196,1434,1449,113,0,16,0,15,37,244,60000
17031820201,3162,3109,53,123,3039,2854,28,0,162,0,72,46,225,106317
17031820202,1229,1096,133,236,993,1145,20,0,4,0,60,0,290,52478
17031820300,1624,1415,209,312,1312,1108,46,0,115,0,355,0,969,58301
17031820400,1644,1296,348,416,1228,942,312,16,11,0,339,24,1043,41144
17031820501,2081,1992,89,81,2000,1944,47,0,58,0,3,29,416,65016
17031820502,1725,1491,234,310,1415,1447,29,0,59,0,157,33,296,52894
17031820603,1917,1663,254,486,1431,1644,121,8,41,0,60,43,408,57557
17031820604,1525,1209,316,355,1170,1378,24,0,0,0,40,83,283,40746
17031820605,1708,1384,324,486,1222,663,981,0,22,0,42,0,240,48148
17031820606,1474,1345,129,48,1426,1298,36,0,34,0,48,58,188,73281
17031820700,2260,2122,138,479,1781,1635,19,0,45,0,561,0,994,59467
17031820800,1141,1051,90,196,945,900,14,0,8,0,197,22,466,71831
17031820901,1828,1612,216,302,1526,1534,129,51,29,0,66,19,547,54625
17031820902,1505,1372,133,173,1332,1270,56,0,18,0,143,18,594,73646
17031821001,1631,1499,132,237,1394,1521,38,0,15,0,31,26,204,57148
17031821002,1785,1627,158,259,1526,1601,24,0,21,0,132,7,434,58153
17031821101,1452,1251,201,258,1194,1223,8,0,23,0,143,55,313,63429
17031821102,1319,1163,156,256,1063,1100,48,0,18,0,109,44,284,63388
17031821200,2202,1856,346,560,1642,745,1085,29,0,0,325,18,744,39939
17031821300,2022,1656,366,510,1512,857,794,27,17,0,323,4,759,43870
17031821401,1529,1245,284,355,1174,88,1335,0,0,0,36,70,87,43560
17031821402,1448,1266,182,158,1290,77,1327,0,0,0,35,9,10,49300
17031821500,664,439,225,257,407,27,614,0,0,0,5,18,5,30222
17031821600,1591,1407,184,228,1363,767,692,0,0,0,106,26,248,64102
17031821700,1700,1652,48,51,1649,1397,297,0,0,0,6,0,63,87500
17031821800,1934,1768,166,121,1813,1283,582,0,0,0,48,21,168,71316
17031821900,1773,1665,108,101,1672,1436,237,0,42,0,44,14,187,71393
17031822000,1718,1585,133,172,1546,1646,29,5,7,0,5,26,192,49359
17031822101,1617,1510,107,112,1505,1395,83,0,0,0,139,0,233,70030
17031822102,1919,1625,294,132,1787,1222,411,0,36,0,204,46,457,54004
17031822200,1265,1221,44,43,1222,1166,16,0,14,0,52,17,212,93723
17031822301,1222,1024,198,123,1099,1142,26,0,17,0,17,20,147,63973
17031822302,1531,1326,205,230,1301,1232,57,0,112,0,106,24,247,54241
17031822400,2064,1616,448,325,1739,1835,103,0,22,0,104,0,302,41902
17031822500,1575,1455,120,159,1416,1428,102,0,8,0,25,12,218,71949
17031822601,1694,1642,52,134,1560,1594,33,0,16,0,51,0,266,77500
17031822602,2753,2516,237,330,2423,2275,211,0,168,0,65,34,269,62843
17031822701,2017,1880,137,310,1707,1586,247,0,56,0,128,0,310,55662
17031822702,1444,1287,157,129,1315,1150,190,0,31,0,63,10,170,52963
17031822801,1481,1275,206,38,1443,1131,173,0,28,0,116,33,273,58569
17031822802,1243,1154,89,109,1134,1180,44,0,6,0,0,13,144,64646
17031822900,674,641,33,80,594,633,0,0,0,0,28,13,69,57857
17031823001,2429,1988,441,575,1854,1788,505,0,74,0,40,22,218,45292
17031823002,2183,1881,302,212,1971,1981,103,0,62,0,16,21,233,50024
17031823101,1675,1444,231,329,1346,1581,65,0,11,0,9,9,98,49702
17031823102,1229,1147,82,157,1072,1154,9,0,0,0,66,0,124,71830
17031823200,1723,1563,160,113,1610,1588,84,0,23,0,28,0,239,68208
17031823302,2353,2106,247,279,2074,1115,1024,25,7,0,107,75,256,49662
17031823303,1558,1313,245,147,1411,1203,240,0,0,0,71,44,317,63065
17031823304,2388,2102,286,347,2041,1576,633,0,34,0,116,29,404,49014
17031823400,1763,1453,310,352,1411,893,427,10,7,0,291,135,643,47371
17031823500,1597,1422,175,323,1274,1017,375,39,6,0,110,50,448,56331
17031823602,2842,2530,312,307,2535,2750,44,0,24,0,24,0,99,63017
17031823603,614,445,169,152,462,208,263,20,0,0,123,0,324,40521
17031823604,1364,1311,53,41,1323,1278,14,0,34,0,25,13,87,86944
17031823605,1543,1371,172,62,1481,1453,54,0,25,0,11,0,35,61250
17031823702,2390,2069,321,188,2202,1942,318,0,50,0,41,39,223,56938
17031823703,2881,2260,621,510,2371,2643,33,0,189,0,16,0,460,53549
17031823704,1321,1298,23,47,1274,1269,16,7,29,0,0,0,83,99306
17031823705,1698,1437,261,192,1506,1568,130,0,0,0,0,0,155,58895
17031823801,2276,2139,137,21,2255,2130,23,0,53,0,50,20,153,88750
17031823803,2289,2099,190,262,2027,2239,0,0,50,0,0,0,85,66287
17031823805,1393,1260,133,56,1337,1332,16,0,26,0,0,19,100,54594
17031823806,1542,1315,227,218,1324,1322,27,13,30,0,97,53,167,50855
17031823901,1493,1439,54,59,1434,1402,0,9,66,9,0,7,31,84116
17031823903,1633,1524,109,67,1566,1555,30,0,0,0,39,9,103,83828
17031823904,1620,1577,43,0,1620,1588,0,7,25,0,0,0,7,85119
17031824003,2077,1935,142,12,2065,2038,0,0,39,0,0,0,99,92984
17031824004,2115,1937,178,205,1910,2081,0,0,34,0,0,0,51,71250
17031824005,2007,1889,118,98,1909,1892,19,0,62,0,6,28,114,106656
17031824006,1497,1421,76,22,1475,1417,0,0,36,0,21,23,78,124519
17031824105,2362,2248,114,141,2221,2218,29,0,86,0,29,0,217,106978
17031824106,2613,2501,112,185,2428,2433,28,0,36,0,21,95,108,91250
17031824107,2603,2498,105,64,2539,2427,67,0,33,0,34,42,187,73825
17031824108,2613,2349,264,187,2426,2233,191,12,146,0,31,0,155,85932
17031824113,2353,2238,115,165,2188,2067,55,0,214,0,17,0,172,95668
17031824114,1887,1805,82,9,1878,1688,89,0,110,0,0,0,18,104861
17031824115,1424,1321,103,126,1298,1235,67,34,74,0,0,14,65,69342
17031824116,2180,1968,212,322,1858,1855,170,0,66,0,78,11,207,67870
17031824117,3385,3264,121,143,3242,3139,54,0,137,0,22,33,137,97899
17031824119,2093,2001,92,33,2060,1892,20,0,120,0,42,19,42,98854
17031824120,3450,3306,144,60,3390,3166,44,0,189,0,36,15,116,105942
17031824121,1242,1140,102,81,1161,1167,31,0,44,0,0,0,27,81480
17031824122,2322,2162,160,43,2279,2234,27,0,49,0,0,12,127,99038
17031824123,2832,2509,323,150,2682,2648,65,0,23,0,52,44,319,66981
17031824300,1620,1011,609,683,937,114,1495,11,0,0,0,0,75,26342
17031824400,805,662,143,85,720,473,277,13,7,0,35,0,93,31694
17031824503,2906,2734,172,249,2657,2651,138,0,63,21,33,0,214,66027
17031824505,2481,2294,187,140,2341,2191,143,0,147,0,0,0,280,80365
17031824506,3229,3169,60,27,3202,2986,85,0,62,0,64,32,209,66024
17031824507,1742,1510,232,189,1553,1534,58,0,81,0,48,21,107,61774
17031824601,1699,1591,108,156,1543,1552,49,0,24,0,57,17,198,75442
17031824602,2389,2148,241,204,2185,2134,124,0,71,0,24,36,204,61461
17031824701,1396,1258,138,165,1231,1139,160,0,0,0,43,54,367,66840
17031824702,2020,1663,357,340,1680,1498,379,12,18,0,74,39,391,52978
17031824800,2287,1794,493,480,1807,1536,436,28,51,0,186,50,1045,46156
17031824900,1108,883,225,393,715,266,793,0,13,0,36,0,83,34000
17031825000,1945,1719,226,237,1708,1427,267,0,103,0,112,36,263,63931
17031825200,687,673,14,34,653,522,83,0,16,0,59,7,206,80592
17031825302,2334,2204,130,193,2141,1868,348,0,72,0,46,0,225,62214
17031825303,1517,1379,138,104,1413,1371,86,0,19,0,41,0,150,65216
17031825304,1641,1522,119,88,1553,1487,0,0,50,0,90,14,207,65720
17031825400,2219,2016,203,113,2106,2055,120,0,44,0,0,0,163,63191
17031825501,1997,1756,241,338,1659,277,1664,30,0,0,26,0,26,48975
17031825503,2624,2243,381,271,2353,489,2068,0,46,0,3,18,24,58531
17031825504,1435,1377,58,283,1152,127,1293,0,0,0,0,15,14,45729
17031825505,1881,1610,271,219,1662,162,1635,0,67,0,0,17,38,62602
17031825600,1663,1366,297,545,1118,312,1240,0,19,0,85,7,170,42417
17031825700,1457,1103,354,343,1114,511,850,0,4,0,68,24,302,43983
17031825801,1341,1058,283,332,1009,99,1235,0,7,0,0,0,18,44456
17031825802,2206,2013,193,683,1523,173,1986,24,0,0,0,23,154,44242
17031825803,2441,2046,395,721,1720,272,2086,0,0,0,70,13,147,47423
17031825900,1162,971,191,296,866,452,691,0,0,0,0,19,293,43587
17031826000,868,736,132,240,628,377,442,12,0,0,37,0,207,45809
17031826100,2151,1790,361,807,1344,874,1255,0,13,0,9,0,330,47390
17031826201,1850,1541,309,280,1570,257,1593,0,0,0,0,0,27,33989
17031826202,1971,1403,568,548,1423,671,1300,0,0,0,0,0,296,39375
17031826301,1424,1182,242,245,1179,172,1207,0,9,0,36,0,100,52917
17031826303,1356,1180,176,211,1145,117,1211,0,9,0,0,19,10,46837
17031826304,1180,841,339,311,869,39,1088,0,0,0,0,53,0,34500
17031826401,1378,1167,211,335,1043,75,1286,10,7,0,0,0,28,53910
17031826402,1600,1333,267,444,1156,112,1427,0,25,0,0,36,22,53221
17031826500,2013,1423,590,687,1326,192,1747,0,13,0,29,32,61,41653
17031826600,2166,1615,551,668,1498,167,1948,0,12,0,39,0,63,38269
17031826700,2083,1476,607,701,1382,136,1921,26,0,0,0,0,21,31725
17031826800,1685,1221,464,411,1274,568,940,0,10,0,133,34,499,37846
17031826901,667,439,228,299,368,50,545,0,0,0,65,7,126,25296
17031826902,562,359,203,192,370,26,529,7,0,0,0,0,7,27697
17031827000,1340,963,377,344,996,65,1226,0,0,0,31,18,67,31716
17031827100,1061,693,368,401,660,81,926,0,22,0,25,7,54,28405
17031827200,1426,1058,368,472,954,338,1031,0,0,0,57,0,231,38077
17031827300,967,605,362,395,572,105,756,0,23,0,73,10,137,21015
17031827400,1691,1089,602,670,1021,69,1510,0,18,0,66,28,148,21455
17031827500,1699,1287,412,462,1237,304,1203,14,0,0,178,0,349,37350
17031827600,1194,945,249,304,890,0,1172,12,0,0,10,0,10,37500
17031827700,918,676,242,263,655,223,682,0,7,0,6,0,67,36657
17031827801,1536,1320,216,360,1176,421,1079,0,0,0,26,10,85,59213
17031827802,1020,909,111,51,969,230,763,0,9,0,18,0,32,67319
17031827804,1166,1045,121,84,1082,220,916,0,9,0,10,11,33,72500
17031827805,1023,966,57,93,930,227,780,0,0,0,0,16,20,63750
17031827901,838,757,81,98,740,64,741,0,15,0,5,13,8,78841
17031827902,1817,1464,353,441,1376,747,935,12,0,0,45,78,300,47844
17031828000,1932,1578,354,364,1568,1102,721,0,0,0,84,25,259,43429
17031828100,1908,1629,279,239,1669,1254,471,0,16,0,144,23,306,54940
17031828201,1670,1554,116,241,1429,693,858,0,0,0,49,70,125,53343
17031828202,1823,1644,179,254,1569,890,838,0,47,0,22,26,109,59935
17031828300,1386,1206,180,82,1304,914,420,0,17,0,11,24,88,57449
17031828401,1500,1377,123,74,1426,999,428,0,14,0,55,4,133,67778
17031828402,1791,1694,97,278,1513,901,855,0,14,0,13,8,99,46713
17031828503,1433,1149,284,433,1000,408,969,0,19,0,31,6,88,38918
17031828504,1940,1533,407,469,1471,551,1240,0,10,0,54,85,159,45625
17031828505,2619,2338,281,288,2331,1377,1146,0,14,0,58,24,162,51485
17031828506,3210,2811,399,592,2618,1256,1888,0,0,0,66,0,253,54518
17031828601,1537,1448,89,74,1463,1181,301,0,12,0,16,27,33,77608
17031828602,1486,1407,79,109,1377,752,702,0,22,0,10,0,31,92630
17031828701,1338,1184,154,113,1225,401,859,14,13,0,16,35,48,74821
17031828702,1724,1471,253,297,1427,420,1215,0,0,0,36,53,91,57361
17031828801,1827,1705,122,102,1725,1090,657,0,17,0,43,20,276,88225
17031828802,1207,1180,27,106,1101,859,289,0,0,0,59,0,241,70337
17031828900,1152,742,410,321,831,286,533,0,0,0,333,0,423,39318
17031829000,447,225,222,255,192,10,437,0,0,0,0,0,10,19716
17031829100,1196,746,450,485,711,230,386,0,0,0,580,0,704,31269
17031829200,1890,1617,273,217,1673,1030,415,0,0,0,423,22,693,48763
17031829301,1470,1210,260,185,1285,705,684,0,7,0,44,30,94,70313
17031829302,1162,686,476,298,864,133,712,0,0,0,289,28,312,26167
17031829401,443,305,138,159,284,19,418,0,0,0,6,0,19,30511
17031829402,1440,1251,189,305,1135,492,867,0,0,0,54,27,71,39375
17031829500,1481,1055,426,260,1221,889,243,8,0,0,326,15,455,38082
17031829600,1213,1000,213,173,1040,950,161,8,9,0,69,16,229,48958
17031829700,1489,1087,402,576,913,323,1066,0,28,0,17,55,92,39044
17031829800,2485,2373,112,96,2389,1298,1169,0,18,0,0,0,32,106079
17031829901,3390,3104,286,283,3107,1347,1901,0,47,0,60,35,198,77098
17031829902,2521,2261,260,336,2185,504,1985,0,19,13,0,0,1,77518
17031830001,1136,1009,127,139,997,1018,81,0,20,0,0,17,162,40417
17031830003,2890,2689,201,204,2686,252,2559,0,0,0,0,79,22,92660
17031830004,2387,2144,243,247,2140,315,1924,0,62,0,63,23,150,85750
17031830005,1712,1668,44,33,1679,513,1140,0,36,0,11,12,0,97237
17031830006,1177,995,182,206,971,340,782,0,33,0,0,22,62,54575
17031830007,1692,1304,388,471,1221,216,1424,0,16,0,28,8,71,44595
17031830008,1433,1366,67,180,1253,160,1208,0,14,0,21,30,37,86160
17031830100,1000,928,72,195,805,351,649,0,0,0,0,0,18,71744
17031830201,2256,1770,486,393,1863,452,1676,0,104,0,0,24,0,49719
17031830202,1067,978,89,150,917,260,721,0,0,0,31,55,78,96607
17031830300,2149,1695,454,414,1735,656,1480,0,0,0,0,13,66,34088
17031830400,1581,1315,266,367,1214,693,810,0,0,0,42,36,69,55570
17031830500,1103,805,298,268,835,658,11,0,0,0,394,40,1094,39401
17031830600,1906,1566,340,405,1501,1264,321,9,97,0,100,115,614,47355
17031830700,1749,1423,326,312,1437,975,569,34,130,0,11,30,163,51950
17031830800,1408,1320,88,38,1370,1291,33,0,43,0,32,9,169,72500
17031830900,1280,1235,45,83,1197,1056,53,10,25,0,66,70,370,102250
17031831000,1071,1056,15,0,1071,1006,9,0,49,0,0,7,75,159020
17031831100,2680,2503,177,107,2573,2194,0,0,121,0,260,105,1244,60745
17031831200,1396,1098,298,260,1136,720,164,7,7,0,498,0,1092,37880
17031831300,365,294,71,132,233,45,198,7,8,0,99,8,151,39896
17031831400,981,768,213,293,688,173,654,13,14,0,90,37,188,33456
17031831500,1187,1026,161,176,1011,893,73,25,42,0,136,18,662,58307
17031831600,2337,2080,257,550,1787,1485,259,49,0,0,521,23,1330,40262
17031831700,764,626,138,170,594,471,15,0,61,0,207,10,395,54737
17031831800,2176,1768,408,419,1757,1619,89,0,339,0,56,73,367,53529
17031831900,1346,1281,65,0,1346,1222,18,0,59,0,10,37,88,109643
17031832000,822,729,93,10,812,706,36,0,60,0,6,14,55,115192
17031832100,1826,1644,182,80,1746,1454,231,34,75,0,0,32,185,72778
17031832200,1478,1407,71,9,1469,1283,11,0,59,0,43,82,164,106840
17031832300,891,839,52,17,874,741,7,0,94,0,0,49,133,104954
17031832400,1191,1133,58,46,1145,1050,13,0,49,0,29,50,275,103750
17031832500,1408,1235,173,161,1247,1306,62,0,19,0,21,0,78,132222
17031832600,1671,1586,85,9,1662,1504,8,0,100,0,0,59,28,148616
17031832900,875,543,332,34,841,597,50,0,176,0,40,12,59,55284
17031833000,2377,1981,396,178,2199,1769,275,0,294,0,0,39,50,141378
17031833100,3719,3296,423,297,3422,2689,469,0,505,0,0,56,203,114007
17031833300,948,616,332,61,887,501,107,0,302,0,6,32,58,52500
17031833900,794,521,273,353,441,383,354,4,9,0,31,13,434,30417
17031834000,1116,756,360,437,679,5,1082,0,10,0,0,19,0,30806
17031834200,1634,1273,361,718,916,21,1594,0,0,0,0,19,10,47727
17031834300,2532,1930,602,560,1972,63,2417,0,20,0,0,32,22,42766
17031834400,1626,1286,340,633,993,107,1479,0,0,0,21,19,44,49091
17031834500,493,331,162,260,233,0,468,0,0,0,13,12,0,31362
17031834600,900,665,235,332,568,28,849,0,0,0,23,0,51,24500
17031834700,541,324,217,280,261,15,503,0,13,0,0,10,21,22104
17031834800,719,394,325,312,407,18,695,0,0,0,0,6,24,21101
17031834900,726,414,312,369,357,0,693,0,0,0,0,33,0,19676
17031835000,1929,1290,639,837,1092,267,1332,0,0,0,314,16,600,26498
17031835100,1357,1055,302,472,885,501,317,21,13,0,460,45,965,39398
17031835200,676,635,41,124,552,423,0,0,30,0,175,48,369,47581
17031835500,704,415,289,418,286,25,665,0,0,0,14,0,20,23051
17031835600,366,299,67,129,237,21,345,0,0,0,0,0,21,23918
17031835700,154,108,46,48,106,0,154,0,0,0,0,0,0,45885
17031835800,650,472,178,240,410,43,586,0,0,0,0,21,25,49239
17031835900,1480,838,642,665,815,38,1412,0,19,0,0,11,31,19015
17031836000,938,702,236,332,606,35,880,0,0,0,9,14,17,65667
17031836100,764,506,258,422,342,30,693,0,8,0,0,33,20,26102
17031836200,126,103,23,0,126,91,15,0,17,0,0,3,0,110357
17031836300,662,509,153,99,563,209,416,0,7,0,20,10,26,49167
17031836400,1774,1160,614,637,1137,140,1556,0,27,0,21,30,89,30616
17031836500,665,513,152,307,358,0,660,0,0,0,5,0,0,29972
17031836600,904,724,180,322,582,314,276,22,0,0,223,69,515,43571
17031836700,884,539,345,375,509,127,610,0,6,0,135,6,172,28365
17031836800,826,311,515,514,312,58,768,0,0,0,0,0,0,13736
17031836900,449,267,182,201,248,73,363,0,5,0,0,8,32,22109
17031837000,754,412,342,415,339,93,639,0,0,0,6,16,35,26538
17031837100,736,509,227,183,553,177,515,0,5,0,39,0,90,25556
17031837300,748,545,203,275,473,6,673,0,7,0,53,9,53,27406
17031837400,702,479,223,334,368,62,626,0,0,0,0,14,0,40417
17031837800,949,705,244,225,724,297,590,0,56,0,0,6,63,60417
17031838000,1219,767,452,467,752,243,878,0,37,8,21,32,114,22951
17031838100,1131,620,511,444,687,303,674,0,144,0,0,10,44,16953
17031838200,387,287,100,31,356,239,41,0,80,0,16,11,78,42313
17031838300,666,548,118,105,561,251,292,0,113,0,0,10,10,58542
17031838600,556,296,260,292,264,5,526,0,0,0,22,3,27,17652
17031838700,1550,865,685,881,669,36,1514,0,0,0,0,0,49,25405
17031838800,1131,661,470,495,636,512,579,0,0,0,40,0,451,25332
17031839000,4789,4176,613,195,4594,3349,661,20,578,0,0,181,405,102188
17031839100,3670,3320,350,67,3603,2327,302,0,915,0,19,107,264,94667
17031839200,1375,1097,278,220,1155,218,886,0,210,0,0,61,71,33295
17031839500,695,420,275,243,452,79,564,0,18,0,10,24,27,19375
17031839600,759,659,100,176,583,48,696,0,5,0,6,4,19,33598
17031839700,1829,1498,331,283,1546,1150,72,14,409,0,134,50,498,50982
17031839800,1190,999,191,72,1118,748,8,0,365,0,59,10,255,50595
17031839900,1830,1541,289,286,1544,1274,80,11,281,0,124,60,377,62536
17031840000,1010,898,112,180,830,560,0,0,327,0,101,22,174,80000
17031840100,1068,899,169,192,876,445,18,0,549,0,32,24,186,46509
17031840200,836,705,131,150,686,280,28,0,443,0,72,13,165,57308
17031840300,1211,962,249,256,955,584,41,0,303,0,283,0,554,48622
17031840400,1168,868,300,155,1013,591,0,0,454,0,99,24,386,44861
17031840700,1082,837,245,272,810,550,20,12,0,0,457,43,888,37966
17031840800,819,577,242,312,507,449,22,0,0,0,348,0,806,31752
17031841000,566,459,107,82,484,186,275,0,82,0,0,23,36,97188
17031841100,2787,1884,903,1002,1785,226,93,0,2384,0,38,46,142,30676
17031841200,1710,1431,279,441,1269,981,75,11,47,0,524,72,1097,44336
17031841300,1499,1153,346,185,1314,605,99,18,30,0,676,71,1113,50039
17031841400,414,285,129,115,299,44,356,0,0,0,14,0,62,26439
17031841500,946,625,321,409,537,31,894,0,0,0,21,0,22,28807
17031841600,234,141,93,82,152,4,209,0,0,0,21,0,21,21974
17031841700,708,452,256,322,386,142,384,0,0,0,157,25,280,22444
17031841800,890,687,203,351,539,13,846,0,0,0,20,11,13,37328
17031841900,1599,1544,55,11,1588,1110,113,0,324,0,24,28,140,116377
17031842000,358,309,49,29,329,70,240,0,38,0,6,4,37,91548
17031842100,2128,1534,594,890,1238,408,1196,0,34,0,490,0,811,35309
17031842200,1923,1724,199,265,1658,1407,310,0,100,0,57,49,165,99440
17031842300,1444,1420,24,41,1403,1145,147,0,113,0,0,39,96,132794
17031842400,1250,967,283,337,913,19,1215,0,16,0,0,0,11,39097
17031842500,825,319,506,585,240,0,825,0,0,0,0,0,0,9787
17031842600,1432,1225,207,219,1213,992,86,18,144,0,175,17,419,62813
17031842800,2036,1350,686,535,1501,990,25,27,124,0,829,41,1652,34327
17031842900,1148,726,422,471,677,218,854,0,49,0,27,0,102,19429
17031843000,927,500,427,586,341,0,898,0,0,0,29,0,18,21198
17031843100,505,290,215,202,303,32,447,0,0,0,13,13,21,20417
17031843200,874,705,169,162,712,541,34,0,12,0,251,36,567,47083
17031843300,442,309,133,178,264,113,258,0,0,0,57,14,154,47321
17031843400,507,385,122,176,331,104,341,0,0,0,62,0,148,25078
17031843500,295,205,90,73,222,152,0,0,0,0,143,0,281,27891
17031843600,1353,1033,320,479,874,66,1219,0,26,0,19,23,45,39602
17031843700,985,910,75,77,908,860,41,0,55,0,10,19,202,112386
17031843800,624,509,115,199,425,184,404,0,28,0,8,0,72,34375
17031843900,1978,1536,442,485,1493,105,1716,0,66,0,55,36,80,34381
17031980000,0,0,0,0,0,0,0,0,0,0,0,0,0,-
17031980100,0,0,0,0,0,0,0,0,0,0,0,0,0,-
17031990000,0,0,0,0,0,0,0,0,0,0,0,0,0,-