STORE NAME,SQUARE FEET,BUFFER SIZE,ZIP CODE,COMMUNITY AREA NAME,COMMUNITY AREA,CENSUS TRACT,LATITUDE,LONGITUDE,LOCATION
WORLD FRESH MARKET,5500.0,B,60659,WEST RIDGE,2,17031020602,41.997817925999996,-87.6912518856,"(41.997817926, -87.6912518856)"
CITY GROCERY,5000.0,B,60611,NEAR NORTH SIDE,8,17031081500,41.8894653288,-87.6265092736,"(41.8894653288, -87.6265092736)"
P & I FOOD & LIQUOR INC.,3000.0,B,60651,HUMBOLDT PARK,23,17031230600,41.9027068139,-87.7310180698,"(41.9027068139, -87.7310180698)"
DANNY'S FRESH MARKET,14405.0,A,60647,LOGAN SQUARE,22,17031221500,41.921096268,-87.68767101290001,"(41.921096268, -87.6876710129)"
PETE'S MARKET,10001.0,A,60629,GAGE PARK,63,17031630900,41.789112548,-87.7035797266,"(41.789112548, -87.7035797266)"
"TONY'S FINER FOODS ENTERPRISES, INC.",35000.0,A,60639,BELMONT CRAGIN,19,17031190602,41.9258928802,-87.7662048258,"(41.9258928802, -87.7662048258)"
HAPPY FOODS,11500.0,A,60646,FOREST GLEN,12,17031120200,41.997860013899995,-87.7634457986,"(41.9978600139, -87.7634457986)"
DOMINICK'S FINER FOODS - STORE # 2775,54963.0,A,60622,WEST TOWN,24,17031243000,41.8957852296,-87.6779308926,"(41.8957852296, -87.6779308926)"
ALDI'S #47,16370.0,A,60609,NEW CITY,61,17031842600,41.8087413884,-87.6629116285,"(41.8087413884, -87.6629116285)"
AWAMI BAZAAR & ZABIHA MEAT,2500.0,B,60659,WEST RIDGE,2,17031020500,41.9978536894,-87.6890642657,"(41.9978536894, -87.6890642657)"
MAKOLA AFRICAN SUPERMARKET #2,3500.0,B,60640,UPTOWN,3,17031031502,41.9636502775,-87.6546221904,"(41.9636502775, -87.6546221904)"
ALDI #30,15154.0,A,60623,SOUTH LAWNDALE,30,17031840800,41.8381141517,-87.7049944648,"(41.8381141517, -87.7049944648)"
Laxi Liquor,3200.0,B,60707,MONTCLARE,18,17031831600,41.923680700300004,-87.79867612860001,"(41.9236807003, -87.7986761286)"
"EDDIE'S SUNSHINE FOOD & LIQUOR,  INC.",3000.0,B,60628,ROSELAND,49,17031490901,41.6978179235,-87.6210110036,"(41.6978179235, -87.6210110036)"
"SUPER DOLLAR AND UP 4, INC.",4000.0,B,60636,WEST ENGLEWOOD,67,670300,41.7868526305,-87.6646155793,"(41.7868526305, -87.6646155793)"
CENTRAL PARK FOODS INC,8000.0,B,60651,HUMBOLDT PARK,23,17031231200,41.9024736738,-87.71681746530001,"(41.9024736738, -87.7168174653)"
NEW LA ESTRELLA FOODS INC.,5800.0,B,60629,CHICAGO LAWN,66,17031660600,41.7789315569,-87.6984170935,"(41.7789315569, -87.6984170935)"
STEVE FOOD & LIQUOR,3500.0,B,60636,WEST ENGLEWOOD,67,17031670900,41.7833341838,-87.65474327940001,"(41.7833341838, -87.6547432794)"
"KRAKUS DELI,  INC",3500.0,B,60641,PORTAGE PARK,15,17031151001,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)"
MLB FOOD,2500.0,B,60637,WOODLAWN,42,17031421200,41.7729559039,-87.6100578109,"(41.7729559039, -87.6100578109)"
ALDI'S FOODS BELMONT,18600.0,A,60618,AVONDALE,21,17031831100,41.9394051879,-87.7109005918,"(41.9394051879, -87.7109005918)"
BERBATE FRUIT MARKET,2500.0,B,60634,DUNNING,17,17031170300,41.9527315616,-87.7866984426,"(41.9527315616, -87.7866984426)"
Hegewisch Fruit Market Inc.,7800.0,B,60633,HEGEWISCH,55,17031550100,41.6551885903,-87.54699941850001,"(41.6551885903, -87.5469994185)"
FRESH BUY FOODS INC,26000.0,A,60637,WOODLAWN,42,17031420700,41.7796646515,-87.6142509361,"(41.7796646515, -87.6142509361)"
GAYTAN GROCERY STORE,3500.0,B,60623,SOUTH LAWNDALE,30,17031301801,41.8403086304,-87.73310705899999,"(41.8403086304, -87.733107059)"
NORTHWEST FOOD & LIQUOR,3180.0,B,60639,AUSTIN,25,17031250200,41.9096148952,-87.7554779679,"(41.9096148952, -87.7554779679)"
TAI WAH GROCERY,3200.0,B,60616,ARMOUR SQUARE,34,17031841100,41.8521271977,-87.63214399569999,"(41.8521271977, -87.6321439957)"
ALDI,16615.0,A,60637,WOODLAWN,42,17031420800,41.7743058812,-87.60564802530001,"(41.7743058812, -87.6056480253)"
"RICH'S DELI & LIQUOR, INC",3400.0,B,60622,WEST TOWN,24,17031242400,41.8974609845,-87.68673855770001,"(41.8974609845, -87.6867385577)"
WALGREENS # 06297,,A,60638,CLEARING,64,17031640300,41.77795816,-87.7722942,"(41.77795816, -87.7722942)"
TREASURE ISLAND FOODS,10001.0,A,60611,NEAR NORTH SIDE,8,17031081401,41.8947983703,-87.6158666457,"(41.8947983703, -87.6158666457)"
DISCOUNT MEAT COMPANY,4160.0,B,60620,CHATHAM,44,17031842400,41.7506874405,-87.6333809292,"(41.7506874405, -87.6333809292)"
ORIENTAL ASIA MARKET INC.,7500.0,B,60640,UPTOWN,3,17031031200,41.9725559281,-87.6550576698,"(41.9725559281, -87.6550576698)"
VIET HOA PLAZA,6174.0,B,60640,UPTOWN,3,17031031200,41.9731740098,-87.6569923349,"(41.9731740098, -87.6569923349)"
POLONIA FOOD MART,10001.0,A,60622,LOGAN SQUARE,22,17031832300,41.917870715599996,-87.67748061520001,"(41.9178707156, -87.6774806152)"
ALDI INC #10,15540.0,A,60632,ARCHER HEIGHTS,57,17031570100,41.8114515422,-87.72357465440001,"(41.8114515422, -87.7235746544)"
ONE STOP,2500.0,B,60624,WEST GARFIELD PARK,26,17031260500,41.8804994508,-87.735595961,"(41.8804994508, -87.735595961)"
EL BARRIO GROCERY,10001.0,A,60647,HUMBOLDT PARK,23,17031230400,41.9100080401,-87.7254384633,"(41.9100080401, -87.7254384633)"
AARAY GROCERY,10001.0,A,60614,LINCOLN PARK,7,17031070200,41.929209817,-87.648746265,"(41.929209817, -87.648746265)"
BROADWAY SUPERMARKET,15000.0,A,60640,UPTOWN,3,17031031200,41.9711711808,-87.659580975,"(41.9711711808, -87.659580975)"
FOODSMART,3500.0,B,60647,LOGAN SQUARE,22,17031220602,41.9318527752,-87.7129012497,"(41.9318527752, -87.7129012497)"
SAFAH FOOD & LIQUOR INC,3000.0,B,60636,ENGLEWOOD,68,17031681400,41.7648964002,-87.6539648335,"(41.7648964002, -87.6539648335)"
MORGAN FOOD CORP LLC,3500.0,B,60621,ENGLEWOOD,68,17031681000,41.7741289538,-87.6496459973,"(41.7741289538, -87.6496459973)"
THE PRODUCE CENTER,12000.0,A,60646,NORWOOD PARK,10,17031100100,41.9872696368,-87.7785157048,"(41.9872696368, -87.7785157048)"
DOMINICKS #2889,48735.0,A,60625,LINCOLN SQUARE,4,17031040202,41.9768950984,-87.69227966780001,"(41.9768950984, -87.6922796678)"
WALGREENS #226,,A,60623,SOUTH LAWNDALE,30,17031301802,41.84414469,-87.72477825,"(41.84414469, -87.72477825)"
ALDI INC.#94,10001.0,A,60636,CHICAGO LAWN,66,17031835000,41.7839658423,-87.6836233778,"(41.7839658423, -87.6836233778)"
JOE'S FOOD AND LIQUOR DEPOT,4000.0,B,60639,BELMONT CRAGIN,19,17031190602,41.9239918266,-87.7722891067,"(41.9239918266, -87.7722891067)"
TREASURE ISLAND FOODS,10001.0,A,60614,LINCOLN PARK,7,17031832500,41.919899684,-87.6618055364,"(41.919899684, -87.6618055364)"
JEWEL FOOD STORE #3296,29421.0,A,60656,NORWOOD PARK,10,17031100500,41.9745429477,-87.8113468842,"(41.9745429477, -87.8113468842)"
THREE R FOOD,3000.0,B,60618,ALBANY PARK,14,17031140800,41.961370945,-87.6966693474,"(41.961370945, -87.6966693474)"
CERMAK PRODUCE,15000.0,A,60608,LOWER WEST SIDE,31,17031843200,41.8521678636,-87.66897504069999,"(41.8521678636, -87.6689750407)"
PUERTO RICO FOOD & LIQUORS,2500.0,B,60622,WEST TOWN,24,17031242500,41.8992215766,-87.69173811620001,"(41.8992215766, -87.6917381162)"
CARNICERIA LA AZTECA,2500.0,B,60626,ROGERS PARK,1,17031010702,42.0109629527,-87.6742146577,"(42.0109629527, -87.6742146577)"
WHOLE FOODS MARKET,19740.0,A,60613,LAKE VIEW,6,17031061000,41.948519803,-87.6496701249,"(41.948519803, -87.6496701249)"
HONG KONG MARKET,46300.0,A,60616,ARMOUR SQUARE,34,17031841100,41.8482371659,-87.6409555275,"(41.8482371659, -87.6409555275)"
WALGREENS #2923,,A,60637,GREATER GRAND CROSSING,69,17031842500,41.77929761,-87.61574988,"(41.77929761, -87.61574988)"
JEWEL FOOD STORE #3030,31951.0,A,60649,SOUTH SHORE,43,17031834200,41.7578056585,-87.58626825799999,"(41.7578056585, -87.586268258)"
CERMAK PRODUCE NO.4,17000.0,A,60647,WEST TOWN,24,17031241000,41.9101322404,-87.69460039389999,"(41.9101322404, -87.6946003939)"
RAINBOW FINER FOOD & LIQUOR,3500.0,B,60636,WEST ENGLEWOOD,67,17031671200,41.778922405500005,-87.66435268110001,"(41.7789224055, -87.6643526811)"
MUNCHIES ON LARRABEE,2500.0,B,60610,NEAR NORTH SIDE,8,17031842200,41.9008485875,-87.64325553649999,"(41.9008485875, -87.6432555365)"
ALDI INC STORE #95,37000.0,A,60617,SOUTH DEERING,51,17031510300,41.722466241999996,-87.56667305209999,"(41.722466242, -87.5666730521)"
MI MEXICO GROCERY,2600.0,B,60629,CHICAGO LAWN,66,17031835000,41.786376343200004,-87.688776514,"(41.7863763432, -87.688776514)"
ALDI FOODS STORE #30,14860.0,A,60639,LOGAN SQUARE,22,17031220702,41.9282078544,-87.72815855799999,"(41.9282078544, -87.728158558)"
KEY FOOD LIQUOR,3800.0,B,60827,RIVERDALE,54,17031540101,41.6519728186,-87.61708373629999,"(41.6519728186, -87.6170837363)"
EUROPA GALLERIA INC,6500.0,B,60610,NEAR NORTH SIDE,8,17031081800,41.8956627719,-87.637220715,"(41.8956627719, -87.637220715)"
PERSONAL LIQUORS INC,6000.0,B,60624,WEST GARFIELD PARK,26,17031260600,41.8805391992,-87.73221603729999,"(41.8805391992, -87.7322160373)"
SAVE-A-LOT   #856,12000.0,A,60639,AUSTIN,25,17031250700,41.9092745667,-87.765187785,"(41.9092745667, -87.765187785)"
GILMART'S  FOOD & LIQUOR,10001.0,A,60632,ARCHER HEIGHTS,57,17031570300,41.8014000331,-87.7260437419,"(41.8014000331, -87.7260437419)"
ANAR INC,10001.0,A,60619,CHATHAM,44,17031440101,41.7512179339,-87.6014014102,"(41.7512179339, -87.6014014102)"
CLYBOURN MARKET,3500.0,B,60618,NORTH CENTER,5,17031051400,41.9325791837,-87.678327456,"(41.9325791837, -87.678327456)"
SERRELLI'S FOODS,4000.0,B,60707,AUSTIN,25,17031250500,41.909229895,-87.78712882069999,"(41.909229895, -87.7871288207)"
FOOD 4 LESS,63506.0,A,60620,CHATHAM,44,17031842400,41.7363800456,-87.62750921899999,"(41.7363800456, -87.627509219)"
DOMINICK'S #153/2153,68000.0,A,60610,NEAR NORTH SIDE,8,17031080400,41.9038839611,-87.6394372016,"(41.9038839611, -87.6394372016)"
SUPER JIM'S,4500.0,B,60651,AUSTIN,25,17031251100,41.9021472222,-87.7552393884,"(41.9021472222, -87.7552393884)"
ALDI FOODS -STORE #04,12500.0,A,60651,HUMBOLDT PARK,23,17031836600,41.8956153135,-87.7067053251,"(41.8956153135, -87.7067053251)"
A & G LIQUORS,4800.0,B,60637,GREATER GRAND CROSSING,69,17031690400,41.7678312792,-87.6247659397,"(41.7678312792, -87.6247659397)"
BUSY BEE SUPERMARKET,2500.0,B,60636,WEST ENGLEWOOD,67,17031670200,41.7904800194,-87.66434506569999,"(41.7904800194, -87.6643450657)"
LUCIANO'S GROCERY-18TH ST,6000.0,B,60608,LOWER WEST SIDE,31,17031310800,41.8578565675,-87.66941959559999,"(41.8578565675, -87.6694195956)"
CRESPO'S FOOD MART,2800.0,B,60624,WEST GARFIELD PARK,26,17031260600,41.880504995,-87.7351228503,"(41.880504995, -87.7351228503)"
ARMITAGE PRODUCE INC,14340.0,A,60647,LOGAN SQUARE,22,17031221100,41.9175624189,-87.7117551087,"(41.9175624189, -87.7117551087)"
RODRIGUEZ FRUITS & VEGETABLE,2626.0,B,60623,SOUTH LAWNDALE,30,17031300700,41.8463298609,-87.71255139969999,"(41.8463298609, -87.7125513997)"
JEWEL FOOD STORE #3368,31600.0,A,60610,NEAR NORTH SIDE,8,17031081600,41.8924213661,-87.6282348711,"(41.8924213661, -87.6282348711)"
JEWEL FOOD STORE #3721,49513.0,A,60638,GARFIELD RIDGE,56,17031560800,41.794354853200005,-87.77052715209999,"(41.7943548532, -87.7705271521)"
SUPERMERCADO LA CHIQUTIA # 4,10001.0,A,60623,SOUTH LAWNDALE,30,17031301701,41.8435348913,-87.72438217940001,"(41.8435348913, -87.7243821794)"
INTERNATIONAL SUPERMARKET INC,7500.0,B,60609,NEW CITY,61,17031610400,41.8105656774,-87.6651705169,"(41.8105656774, -87.6651705169)"
WEST LAWN FOODS,17000.0,A,60629,WEST ELSDON,62,17031620300,41.7866084095,-87.72313002889999,"(41.7866084095, -87.7231300289)"
"LA NUEVA IMAGEN GROCERY, INC.",3000.0,B,60623,SOUTH LAWNDALE,30,17031300600,41.8462971046,-87.71591642950001,"(41.8462971046, -87.7159164295)"
S & T PROVISION CO INC,10001.0,A,60655,MOUNT GREENWOOD,74,17031740300,41.691445910300004,-87.71567310389999,"(41.6914459103, -87.7156731039)"
PARKSHORE MARKET LTD,2860.0,B,60601,LOOP,32,17031320100,41.8861772806,-87.6155996011,"(41.8861772806, -87.6155996011)"
CARNICERIA GUANAJUATO,9325.0,B,60639,BELMONT CRAGIN,19,17031190702,41.9241891458,-87.75822974120001,"(41.9241891458, -87.7582297412)"
JARDAN FOOD & LIQUOR,9500.0,B,60637,WASHINGTON PARK,40,17031400400,41.7943249341,-87.6185206053,"(41.7943249341, -87.6185206053)"
LOS CUATRO HERMANOS GROCERY,10001.0,A,60608,LOWER WEST SIDE,31,17031310600,41.8562022212,-87.6577449724,"(41.8562022212, -87.6577449724)"
EDDY'S FOOD MART,4000.0,B,60626,ROGERS PARK,1,17031010300,42.019164625,-87.668397288,"(42.019164625, -87.668397288)"
MAYFAIR MARKET PLACE,12000.0,A,60630,ALBANY PARK,14,140500,41.9672666701,-87.72814704780001,"(41.9672666701, -87.7281470478)"
The Unit,3500.0,B,60649,SOUTH SHORE,43,17031431302,41.7589223174,-87.5628760391,"(41.7589223174, -87.5628760391)"
MOROLEON FOODS #2 INC.,3025.0,B,60632,BRIGHTON PARK,58,17031580700,41.8157711158,-87.6893858973,"(41.8157711158, -87.6893858973)"
SUPERMERCADO GUERRERO,3800.0,B,60623,SOUTH LAWNDALE,30,17031841700,41.8519083675,-87.70287598899999,"(41.8519083675, -87.702875989)"
STOP & GO FOOD MART,3250.0,B,60643,MORGAN PARK,75,17031750600,41.6895747692,-87.6627231456,"(41.6895747692, -87.6627231456)"
ALDI INC #92,19410.0,A,60621,ENGLEWOOD,68,17031680900,41.7799200473,-87.6409255107,"(41.7799200473, -87.6409255107)"
FIRST CHOICE MARKET,10000.0,A,60617,SOUTH CHICAGO,46,17031461000,41.7299778712,-87.5503825944,"(41.7299778712, -87.5503825944)"
KORDIAN'S MARKET,4610.0,B,60630,JEFFERSON PARK,11,17031110300,41.9759840467,-87.7865613104,"(41.9759840467, -87.7865613104)"
"DOMINICK'S Finer Foods, Inc. #1695",26819.0,A,60614,LINCOLN PARK,7,17031071100,41.9252682757,-87.6534875641,"(41.9252682757, -87.6534875641)"
ALDI INC #06,14000.0,A,60630,ALBANY PARK,14,17031140302,41.9719812207,-87.72798689790001,"(41.9719812207, -87.7279868979)"
ALL STAR FOOD & LIQUOR,4200.0,B,60608,BRIDGEPORT,60,17031600700,41.841484039099996,-87.6580219776,"(41.8414840391, -87.6580219776)"
SHOP WISE FOOD,6000.0,B,60628,ROSELAND,49,17031490700,41.7071739515,-87.6314024214,"(41.7071739515, -87.6314024214)"
"H & A FOOD MARKET, INC.",2500.0,B,60621,ENGLEWOOD,68,17031681000,41.7795645849,-87.6499748357,"(41.7795645849, -87.6499748357)"
GEMELOS FOOD/ CHECK CASHING SERVICES,6600.0,B,60632,BRIGHTON PARK,58,17031580502,41.815432001,-87.69579779,"(41.815432001, -87.69579779)"
ALDI #32,16924.0,A,60614,LINCOLN PARK,7,17031832600,41.914423714099996,-87.65462784299999,"(41.9144237141, -87.654627843)"
SUPERIOR NUT & CANDY  CO.I INC.,10005.0,A,60609,NEW CITY,61,17031842600,41.820957494,-87.6537783218,"(41.820957494, -87.6537783218)"
LA PERLA TAPATIA BAKERY,3000.0,B,60639,HUMBOLDT PARK,23,17031230500,41.909919754,-87.73197125700001,"(41.909919754, -87.731971257)"
"RIO GRANDE FRUIT MARKET, INC.",3750.0,B,60647,HUMBOLDT PARK,23,17031230800,41.9099107051,-87.7143855102,"(41.9099107051, -87.7143855102)"
MIARA'S CONT'L PASTRY DELI INC,5000.0,B,60634,DUNNING,17,17031171000,41.9452338231,-87.8029266385,"(41.9452338231, -87.8029266385)"
J AND P FINER FOODS,4500.0,B,60618,IRVING PARK,16,17031160501,41.9609885935,-87.7156463163,"(41.9609885935, -87.7156463163)"
NEIL'S FOOD,3500.0,B,60620,AUBURN GRESHAM,71,17031710100,41.7528304183,-87.64395052479999,"(41.7528304183, -87.6439505248)"
CHICAGO FOOD CORP,10000.0,A,60646,NORTH PARK,13,17031130200,41.9859279924,-87.7286634185,"(41.9859279924, -87.7286634185)"
JEWEL FOOD STORE #3443,25356.0,A,60640,EDGEWATER,77,17031030703,41.9794282549,-87.6598058547,"(41.9794282549, -87.6598058547)"
JEWEL FOOD STORE #3470,24815.0,A,60618,AVONDALE,21,17031831100,41.946057604,-87.7082301098,"(41.946057604, -87.7082301098)"
5659 W. DIVERSEY,4000.0,B,60639,BELMONT CRAGIN,19,17031190602,41.9311354035,-87.76861213059999,"(41.9311354035, -87.7686121306)"
MACIAS PRODUCE INC.,7000.0,B,60617,SOUTH CHICAGO,46,17031833900,41.7327335949,-87.55117278360001,"(41.7327335949, -87.5511727836)"
DILILAH GROCERY,3125.0,B,60608,LOWER WEST SIDE,31,17031310800,41.8539678804,-87.6708701882,"(41.8539678804, -87.6708701882)"
DOMINICK'S # 304/2304,10001.0,A,60614,LINCOLN PARK,7,17031070700,41.9278717231,-87.67325881459999,"(41.9278717231, -87.6732588146)"
OUTLET KINGDOM,4000.0,B,60608,BRIDGEPORT,60,17031839700,41.831074943699996,-87.64597111219999,"(41.8310749437, -87.6459711122)"
LA INTERNATIONAL,3000.0,B,60632,BRIGHTON PARK,58,17031580502,41.815300693699996,-87.7020416008,"(41.8153006937, -87.7020416008)"
PETE'S PRODUCE,10000.0,A,60620,AUBURN GRESHAM,71,17031711400,41.7357448514,-87.6587177057,"(41.7357448514, -87.6587177057)"
"CALMA OPTIMAL DELI, INC.",3000.0,B,60641,PORTAGE PARK,15,17031151001,41.9458951009,-87.7566458523,"(41.9458951009, -87.7566458523)"
HARBOR MARKET,4200.0,B,60601,LOOP,32,17031320100,41.8847505385,-87.6156039565,"(41.8847505385, -87.6156039565)"
"SWEQI FOOD MART, INC.",2600.0,B,60639,HUMBOLDT PARK,23,17031230500,41.9099608832,-87.7288749604,"(41.9099608832, -87.7288749604)"
WALLY'S MARKET INC,33000.0,A,60634,DUNNING,17,17031170300,41.9527216579,-87.7913622126,"(41.9527216579, -87.7913622126)"
SAVEWAY FOOD,3000.0,B,60653,GRAND BOULEVARD,38,17031835800,41.8164863247,-87.61919683139999,"(41.8164863247, -87.6191968314)"
CARNICERIA&FRUTERIA EL MITOTE,4500.0,B,60641,HERMOSA,20,17031200100,41.9388195147,-87.73943380280001,"(41.9388195147, -87.7394338028)"
LEMEN SUN CORP.,3600.0,B,60616,ARMOUR SQUARE,34,17031340400,41.8416044818,-87.6319155034,"(41.8416044818, -87.6319155034)"
SUPER DOLLAR DISCOUNT,3500.0,B,60609,NEW CITY,61,17031611200,41.8066939242,-87.6647716526,"(41.8066939242, -87.6647716526)"
SAVE-A-LOT  #862,14800.0,A,60615,KENWOOD,39,17031390400,41.8094892465,-87.60641742940001,"(41.8094892465, -87.6064174294)"
TREASURE ISLAND FOODS,10001.0,A,60614,LINCOLN PARK,7,17031071500,41.9123117952,-87.63459885549999,"(41.9123117952, -87.6345988555)"
"OGIES FOOD, INC",10001.0,A,60629,CHICAGO LAWN,66,17031660900,41.7683658358,-87.68830090770001,"(41.7683658358, -87.6883009077)"
SUPERMERCADO EL GUERO #10 INC,10001.0,A,60632,BRIGHTON PARK,58,17031580600,41.8205830407,-87.69342616600001,"(41.8205830407, -87.693426166)"
TRADER JOE'S,15000.0,A,60613,NORTH CENTER,5,17031050600,41.9499611711,-87.6756711293,"(41.9499611711, -87.6756711293)"
DOMINICK'S,59488.0,A,60645,WEST RIDGE,2,17031020500,42.0022233751,-87.680128828,"(42.0022233751, -87.680128828)"
ALDI'S #08,16890.0,A,60619,GREATER GRAND CROSSING,69,17031691000,41.760880872,-87.6246657846,"(41.760880872, -87.6246657846)"
ALDI,15680.0,A,60660,EDGEWATER,77,17031030103,41.9952114602,-87.6602779929,"(41.9952114602, -87.6602779929)"
FAIRPLAY FOODS INC,18500.0,A,60643,MORGAN PARK,75,17031750500,41.691679204,-87.6797791725,"(41.691679204, -87.6797791725)"
HILLTOP LIQUORS MART,3200.0,B,60628,ROSELAND,49,17031490800,41.7072479748,-87.62005636399999,"(41.7072479748, -87.620056364)"
BIG APPLE FINER FOODS INC,9000.0,B,60614,LINCOLN PARK,7,17031071400,41.9249661791,-87.639926019,"(41.9249661791, -87.639926019)"
AVENUE FOOD MAR INC,18000.0,A,60634,DUNNING,17,17031171000,41.938237376,-87.7977603483,"(41.938237376, -87.7977603483)"
FRESH FARMS INTERNATIONAL,9500.0,B,60659,WEST RIDGE,2,17031020602,41.9977359091,-87.69592888049999,"(41.9977359091, -87.6959288805)"
LAKE VIEW FOODS INC,3100.0,B,60613,UPTOWN,3,17031032100,41.9570402995,-87.6547628922,"(41.9570402995, -87.6547628922)"
THE CELLAR,5000.0,B,60634,DUNNING,17,17031170900,41.936613132800005,-87.80684752110001,"(41.9366131328, -87.8068475211)"
MARIANO'S FRESH MARKET #8507,,A,60630,JEFFERSON PARK,11,17031110100,41.97871026,-87.75715377,"(41.97871026, -87.75715377)"
RAINBOW GROCERY,2500.0,B,60636,WEST ENGLEWOOD,67,17031671500,41.7683283348,-87.673819384,"(41.7683283348, -87.673819384)"
"CARNICERIA LA HACIENDA, INC.",4000.0,B,60629,CHICAGO LAWN,66,17031660400,41.786024401,-87.7106047774,"(41.786024401, -87.7106047774)"
CICERO DELI INC.,3600.0,B,60641,PORTAGE PARK,15,17031151002,41.93904667,-87.7470219655,"(41.93904667, -87.7470219655)"
K BUENA,3500.0,B,60629,WEST LAWN,65,17031650301,41.7713833198,-87.73095336889999,"(41.7713833198, -87.7309533689)"
JEWEL FOOD STORE #3210,23845.0,A,60610,NEAR NORTH SIDE,8,17031080202,41.9042652283,-87.6316032946,"(41.9042652283, -87.6316032946)"
NANCY FOODS INC,2500.0,B,60628,WEST PULLMAN,53,17031530600,41.6702523999,-87.62227195620001,"(41.6702523999, -87.6222719562)"
WINDY CITY INC,4225.0,B,60644,AUSTIN,25,17031252202,41.8759443554,-87.7452502275,"(41.8759443554, -87.7452502275)"
ONE STOP FOOD & LIQUOR STORE,58000.0,A,60653,KENWOOD,39,17031390100,41.8168651481,-87.5986888442,"(41.8168651481, -87.5986888442)"
D & A FOOD & LIQUOR,5500.0,B,60636,WEST ENGLEWOOD,67,17031670300,41.793554363,-87.6646375512,"(41.793554363, -87.6646375512)"
ULTRA FOODS,87600.0,A,60652,ASHBURN,70,17031700402,41.735274089499995,-87.7035112835,"(41.7352740895, -87.7035112835)"
PETE'S FRESH SUPERMARKET,75000.0,A,60608,SOUTH LAWNDALE,30,17031840700,41.852100653200004,-87.68905111059999,"(41.8521006532, -87.6890511106)"
CARNICERIA GUANAJUATO #3,9000.0,B,60618,AVONDALE,21,17031210800,41.938569715300005,-87.6979459455,"(41.9385697153, -87.6979459455)"
MINI MERCADO LA BETANIA,2640.0,B,60623,SOUTH LAWNDALE,30,17031301803,41.8403965367,-87.7306750125,"(41.8403965367, -87.7306750125)"
JERUSALEM LIQUORS,4500.0,B,60625,ALBANY PARK,14,17031140800,41.9683547002,-87.7073943249,"(41.9683547002, -87.7073943249)"
WALGREENS # 05192,,A,60617,SOUTH CHICAGO,46,17031461000,41.72833654,-87.55286024,"(41.72833654, -87.55286024)"
JEWEL FOOD STORE #3114,20860.0,A,60655,MOUNT GREENWOOD,74,17031740100,41.7063128446,-87.6997671192,"(41.7063128446, -87.6997671192)"
WALGREENS #11410,,A,60639,HUMBOLDT PARK,23,17031230400,41.91071448,-87.72621042,"(41.91071448, -87.72621042)"
TIERRA CALIENTE MARKET,3125.0,B,60622,WEST TOWN,24,17031241500,41.9071018181,-87.66773965530001,"(41.9071018181, -87.6677396553)"
QUALITY FOOD ON 71 ST INC,3000.0,B,60629,CHICAGO LAWN,66,17031661000,41.7645116769,-87.687986655,"(41.7645116769, -87.687986655)"
JEWEL FOOD STORE #3302,25431.0,A,60609,MCKINLEY PARK,59,17031590500,41.8275838968,-87.6824544425,"(41.8275838968, -87.6824544425)"
CERMAK PRODUCE,17000.0,A,60623,SOUTH LAWNDALE,30,17031840800,41.844366728699995,-87.7078980538,"(41.8443667287, -87.7078980538)"
